"english","mr","hi","decision","reviewer","occurrences","first_path","first_line","first_kind","text_sha256"
"Modal","मोडल","मोडल","translate","sagarbora91","1","www/modules/qms/index.html","629","element:h3","18093cad26441ad13739840b68cb4dc6b379831aa2742a41f054b83091129924"
"Edits locked after EOD close.","EOD बंद झाल्यानंतर संपादने लॉक केली.","ईओडी बंद होने के बाद संपादन लॉक हो गए।","translate","sagarbora91","1","www/modules/qms/index.html","659","script-message","3a825b400ef5a51138af0d4e2d4beab7b67228bd57d86f6934dadb6522fe14c1"
"Save control unavailable. Nothing was changed.","सेव्ह कंट्रोल उपलब्ध नाही. काहीही बदलले नाही.","नियंत्रण सहेजें अनुपलब्ध. कुछ भी नहीं बदला गया.","translate","sagarbora91","1","www/modules/qms/index.html","703","script-message","cd1a2f9518323523cb1c1bab598bc48d77ca296fa8e86c7548486971c92bca1b"
"Save failed. Your previous saved data is unchanged; retry when storage is available.","जतन करणे अयशस्वी झाले. तुमचा पूर्वीचा जतन केलेला डेटा अपरिवर्तित आहे; स्टोरेज उपलब्ध असताना पुन्हा प्रयत्न करा.","सहेजना विफल. आपका पिछला सहेजा गया डेटा अपरिवर्तित है; भंडारण उपलब्ध होने पर पुनः प्रयास करें।","translate","sagarbora91","1","www/modules/qms/index.html","715","script-message","b6e82d4bc1a6bc2b0e2a04210eb8c3f1aa6c289e70947dd9f8f89ac43a3f51b9"
"SM / Admin access required.","SM / प्रशासन प्रवेश आवश्यक आहे.","एसएम/एडमिन एक्सेस आवश्यक।","translate","sagarbora91","1","www/modules/qms/index.html","728","script-message","6ff8a3c23412ce0aef2826f6f0da801d50b284bfd89a95642e9bebf626d0f40b"
"Full Queue →","पूर्ण रांग →","पूरी कतार →","translate","sagarbora91","1","www/modules/qms/index.html","785","element:button","81567afc5030fceae15f4f38335cb6e0252cc184a9c8a0a4cd02e81354430ffa"
"Close EOD","EOD बंद करा","ईओडी बंद करें","translate","sagarbora91","1","www/modules/qms/index.html","788","element:button","3c1d55451dd5dc03d2bf2b0edb629caaa4c0309d56b59f3cf9bef9a7c5f68bab"
"Rotation created.","रोटेशन तयार केले.","रोटेशन बनाया गया.","translate","sagarbora91","1","www/modules/qms/index.html","792","script-message","7a11380b56cad59d0e1df0026835d07b2b81ec2276513340e6fc4edaeada5b5e"
"Select at least one CRO.","किमान एक CRO निवडा.","कम से कम एक CRO चुनें.","translate","sagarbora91","1","www/modules/qms/index.html","792","script-message","f8c63ab83d4d810ab0bb947acf0b77afc435941828f439390ca7c9d2bdd6f001"
"CRO-06","CRO-06","CRO-06","translate","sagarbora91","1","www/modules/qms/index.html","793","attribute:placeholder","3e191dcd6d2ddbc118f69bb3e6ed8bab4a0f15c5d483d0d494927a25675228d1"
"CRO added.","CRO जोडण्यात आला.","CRO जोड़ा गया।","translate","sagarbora91","1","www/modules/qms/index.html","794","script-message","1ce382e4ee6b15a0594984430b60f52b03ae7c9a66ae2c11ffa77ba38f4cbf3e"
"Create today's rotation first.","प्रथम आजचे रोटेशन तयार करा.","पहले आज का रोटेशन बनाएं.","translate","sagarbora91","1","www/modules/qms/index.html","795","script-message","337dcc102597d8d8276b60fafcf8d6ca025d27a77b998b48e28e38a1d06cadf3"
"No CRO left to add.","जोडण्यासाठी कोणताही CRO शिल्लक नाही.","जोड़ने के लिए कोई CRO नहीं बचा।","translate","sagarbora91","1","www/modules/qms/index.html","795","script-message","4d02dd0507ceff7ee28dbb730be336a23263a3f6c54ec928d67536163bc39af0"
"CRO added to today.","CRO आजच्या रोटेशनमध्ये जोडण्यात आला.","CRO को आज की रोटेशन में जोड़ा गया।","translate","sagarbora91","1","www/modules/qms/index.html","796","script-message","15ca12d9cc125a503883b55acd0217988654bb062d74bd45add8dbe1d6079905"
"Status updated.","स्थिती अपडेट केली.","स्थिति अद्यतन की गई.","translate","sagarbora91","1","www/modules/qms/index.html","798","script-message","2fa87b0bd7d27905ddb42614a4585c067cc4e3344df9684dc502b4202b3d2751"
"Remove this CRO from today's rotation?","हा CRO आजच्या रोटेशनमधून काढायचा?","इस CRO को आज के रोटेशन से हटाएं?","translate","sagarbora91","1","www/modules/qms/index.html","800","script-message","0938007cf9b752e7273f239102343f5260eb41568b29afe3f6de29aeb060f58d"
"Select a CRO.","एक CRO निवडा.","एक CRO चुनें.","translate","sagarbora91","1","www/modules/qms/index.html","835","script-message","eb4d2565950342a4655e9b6566667e0197dc00b27b3ee20da07c7bf7ec15d1f5"
"Already pre-claimed by","द्वारे आधीच दावा केला आहे","द्वारा पहले ही दावा किया जा चुका है","translate","sagarbora91","1","www/modules/qms/index.html","848","script-message","4f0fc7c3f887731e615da04b1c0e28dd4648882dce91196b2268b769c2a04a4e"
"Pre-claim added for","साठी पूर्व-दावा जोडला","के लिए पूर्व-दावा जोड़ा गया","translate","sagarbora91","1","www/modules/qms/index.html","874","script-message","be24a3bde8f6f7c036bb83f6ebd48989a2abe86321c37cc92b2163cc43a060af"
"Only active pre-claims can be cancelled.","केवळ सक्रिय पूर्व-दावे रद्द केले जाऊ शकतात.","केवल सक्रिय पूर्व-दावे ही रद्द किये जा सकते हैं।","translate","sagarbora91","1","www/modules/qms/index.html","876","script-message","5da3b7b93ad71dfff3d65c946d33be50411a2336ebbe9de3ef7a9e81408d78a6"
"Pre-claim cancelled.","पूर्व दावा रद्द केला.","पूर्व दावा रद्द कर दिया गया.","translate","sagarbora91","1","www/modules/qms/index.html","876","script-message","ee65c33a6ae30d4525ac374850953bebdb7fead3c5f563d87c8ab1127c823eba"
"— select your name —","- तुमचे नाव निवडा -","- अपना नाम चुनें -","translate","sagarbora91","1","www/modules/qms/index.html","877","element:option","91bc903469629ff4740cce2bae40905fbcb6bbb84c6630c4cbb516d2b062561c"
"Add Pre-Claim","प्री-क्लेम जोडा","पूर्व-दावा जोड़ें","translate","sagarbora91","1","www/modules/qms/index.html","877","element:button","878fe9f9e02766ff45521bf7039390878f0ca4251bc9d2e2fd7e4e58f783bd4f"
"e.g. coming this evening for the gold watch","उदा. सोन्याच्या घड्याळासाठी आज संध्याकाळी येत आहे","जैसे आज शाम को सोने की घड़ी के लिए आ रहा हूँ","translate","sagarbora91","1","www/modules/qms/index.html","877","attribute:placeholder","63c8d9414f9d53cb3547e3c0286041ce7f00604ae73d3b135ea75a9be5348213"
"Allocate to","ला वाटप करा","को आवंटित करें","translate","sagarbora91","1","www/modules/qms/index.html","903","element:label","d5328e05e2f1d0fd441b662b8a2a308c9d4b619c7440ebd8ba6e231807df9954"
"Auto (by rotation)","स्वयं (रोटेशनद्वारे)","ऑटो (रोटेशन द्वारा)","translate","sagarbora91","1","www/modules/qms/index.html","903","element:option","f3f90f840197a0e45583dc5cc81a681136dc50e960d84812b978a854110ec25a"
"Customer age status *","ग्राहक वय स्थिती *","ग्राहक आयु स्थिति *","translate","sagarbora91","1","www/modules/qms/index.html","903","element:label","126e22d0de5efa7525cccf22836a21ddb36c0992471b0f7f998264872671b459"
"Greeter closure disabled","ग्रीटर बंद करणे अक्षम केले","अभिवादक बंद करना अक्षम किया गया","translate","sagarbora91","1","www/modules/qms/index.html","903","attribute:title","5b4c44d24dcf5defa694bcfae55ceac4d2d80a7ca202caa8a8d6f31d1e56af8b"
"Guardian confirms authority and consents to the necessary processing (required only for under 18).","पालक अधिकाराची पुष्टी करतो आणि आवश्यक प्रक्रियेस संमती देतो (फक्त 18 वर्षाखालील मुलांसाठी आवश्यक).","अभिभावक प्राधिकार की पुष्टि करता है और आवश्यक प्रसंस्करण के लिए सहमति देता है (केवल 18 वर्ष से कम आयु के लिए आवश्यक)।","translate","sagarbora91","1","www/modules/qms/index.html","903","element:label","3d0b7823fbc0ab74315e8b09f7cc6fd923aed0595394d54dbceeab10b20d8cb4"
"No. of People","लोकांची संख्या","लोगों की संख्या","translate","sagarbora91","1","www/modules/qms/index.html","903","element:label","c9c61d9effd8ab0107e2335262051418e933af2dc1bd8d9e356fc88ec0ed142f"
"Optional: customer actively agrees to promotional WhatsApp offers, greetings and review requests. Service and visit updates do not depend on this.","पर्यायी: ग्राहक WhatsApp च्या प्रचारात्मक ऑफर, शुभेच्छा आणि पुनरावलोकन विनंत्यांना सक्रियपणे सहमती देतो. सेवा आणि भेट अद्यतने यावर अवलंबून नाहीत.","वैकल्पिक: ग्राहक सक्रिय रूप से प्रचारात्मक व्हाट्सएप ऑफ़र, शुभकामनाओं और समीक्षा अनुरोधों से सहमत होता है। सेवा और विज़िट अपडेट इस पर निर्भर नहीं हैं।","translate","sagarbora91","1","www/modules/qms/index.html","903","element:label","377d342f64b424416b9ee26d3099414ca9ee4af790cfb83f92e6d5a896c182d2"
"Product Interest","उत्पादन व्याज","उत्पाद रुचि","translate","sagarbora91","1","www/modules/qms/index.html","903","element:label","fa4115a8d045784e768b64779b1d0b7347e312f66176d7f491f0e35c97e1d6b5"
"Purpose / Notes","उद्देश / नोट्स","उद्देश्य/नोट्स","translate","sagarbora91","1","www/modules/qms/index.html","903","element:label","90b21480ff9d78c790f6b29ec22c14862fdb572167f4107914ad9c7a6bb873a2"
"Read full notice & rights","संपूर्ण सूचना आणि अधिकार वाचा","पूरी सूचना और अधिकार पढ़ें","translate","sagarbora91","1","www/modules/qms/index.html","903","element:button","c004a73f1e5b2ca5b058e4a1fd6f1fc26e38e9588753ce1af4f5ca5c3bc4c9c2"
"Referral","रेफरल","रेफरल","translate","sagarbora91","1","www/modules/qms/index.html","903","element:option","aeb7b00433003f75c286e214eccd11a1e4ba6fbd0d0413cb35864749821cc8e0"
"Save & Allocate CRO →","CRO जतन करा आणि वाटप करा →","CRO सहेजें और आवंटित करें →","translate","sagarbora91","1","www/modules/qms/index.html","903","element:button","3cea98a34bfc8890ea2d77677e5ade4fd7f22b52ff06c04fd5e0e7df7eaa9cda"
"Senior Citizen","ज्येष्ठ नागरिक","वरिष्ठ नागरिक","translate","sagarbora91","1","www/modules/qms/index.html","903","element:option","69a08bd8e8292315bbf9829d92dc21de8774fb6eb1938d15f72c0abf16568979"
"Source","स्त्रोत","स्रोत","translate","sagarbora91","1","www/modules/qms/index.html","903","element:label","0e570ca6fabe24f94e52c1833f3ffd25567022beb826fa16891f3322051bc221"
"Urgent Service","तातडीची सेवा","तत्काल सेवा","translate","sagarbora91","1","www/modules/qms/index.html","903","element:option","247aa95e71bbab145b9c971ff31fde7d4e61c77ec43eaf6d3f794f87e7e31398"
"VIP","व्हीआयपी","वीआईपी","translate","sagarbora91","1","www/modules/qms/index.html","903","element:option","986e2890737d7abe583e75e30c3d93b1a209289aee87e4a8a46af45394e4095f"
"Visit Type *","भेटीचा प्रकार*","विज़िट प्रकार*","translate","sagarbora91","1","www/modules/qms/index.html","903","element:label","ddbb54ba3514ca57c52f8c3611281970bfab1b09381b6c2a58595625031d24ee"
"Watch / strap / battery","घड्याळ / पट्टा / बॅटरी","घड़ी/पट्टा/बैटरी","translate","sagarbora91","1","www/modules/qms/index.html","903","attribute:placeholder","7aed264a9b13ceb1dd44ef905461170d38c1e414a62885f9926ef853c613aed1"
"What does the customer need?","ग्राहकाला काय हवे आहे?","ग्राहक को क्या चाहिए?","translate","sagarbora91","1","www/modules/qms/index.html","903","attribute:placeholder","609866d6a5d40a966c49442c42b6e4645f8310329c1d88fbfe8a89cc39c04dd9"
"The selected visit is no longer available.","निवडलेली भेट आता उपलब्ध नाही.","चयनित विज़िट अब उपलब्ध नहीं है.","translate","sagarbora91","1","www/modules/qms/index.html","916","script-message","61ca92f45be4c2edeaefb4146b50cd3e71e6627903818de5cf8fbfc68e6bea91"
"The duplicate suggestion is no longer available.","डुप्लिकेट सूचना यापुढे उपलब्ध नाही.","डुप्लिकेट सुझाव अब उपलब्ध नहीं है.","translate","sagarbora91","1","www/modules/qms/index.html","927","script-message","9878971723fcb0a42817c711cd2ea858c2a6a38ff86e5f69165276b737b40855"
"Open existing visit","विद्यमान भेट उघडा","मौजूदा विज़िट खोलें","translate","sagarbora91","1","www/modules/qms/index.html","951","element:button","bf2fd520b353a30b3c2f8583f530e9d3f6b69f4c99bf58bf00da4186634d3a69"
"Search older visits","जुन्या भेटी शोधा","पुरानी विज़िट खोजें","translate","sagarbora91","1","www/modules/qms/index.html","985","element:button","65967e2eb0461fcf7281ce8eaa9cbcff8393918a7d2e27b515eb061abbd27d67"
"EOD is closed — no new walk-ins. Create a fresh rotation to resume.","EOD बंद आहे — नवीन वॉक-इन नाहीत. पुन्हा सुरू करण्यासाठी नवीन रोटेशन तयार करा.","ईओडी बंद है - कोई नया प्रवेश नहीं। फिर से शुरू करने के लिए एक नया रोटेशन बनाएं।","translate","sagarbora91","1","www/modules/qms/index.html","1124","script-message","bfaf96965f27b474b7d45b073bd591b46853ccf02490617c6a402c810ce71315"
"Duplicate review unavailable. Nothing was saved.","डुप्लिकेट पुनरावलोकन अनुपलब्ध. काहीही जतन केले नाही.","डुप्लिकेट समीक्षा अनुपलब्ध है. कुछ भी नहीं बचाया गया.","translate","sagarbora91","1","www/modules/qms/index.html","1144","script-message","66f575ffe1f6f019f08f3a675101687263320ad62dfa8a47bc7fa17173459f9b"
"Explicit duplicate review is required before creating a separate visit.","स्वतंत्र भेट तयार करण्यापूर्वी स्पष्ट डुप्लिकेट पुनरावलोकन आवश्यक आहे.","अलग विज़िट बनाने से पहले स्पष्ट डुप्लिकेट समीक्षा आवश्यक है।","translate","sagarbora91","1","www/modules/qms/index.html","1158","script-message","feb8668e253ced4ec4d4a55e52e4c546f56b2291e3349dcc719200548c93b05f"
"Privacy evidence could not be saved. The queue visit was not created; retry or review the legal log if this repeats.","गोपनीयतेचा पुरावा जतन करता आला नाही. रांग भेट तयार झाली नाही; पुन्हा प्रयत्न करा किंवा कायदेशीर लॉगचे पुनरावृत्ती झाल्यास त्याचे पुनरावलोकन करा.","गोपनीयता साक्ष्य सहेजा नहीं जा सका. कतार विज़िट नहीं बनाई गई थी; यदि यह दोहराया जाता है तो पुनः प्रयास करें या कानूनी लॉग की समीक्षा करें।","translate","sagarbora91","1","www/modules/qms/index.html","1207","script-message","025e6fc624fc57f1dc59d31e1436021252d4d102b6a8171ff142ecece1908bb8"
"The queue visit or rotation is no longer available.","रांग भेट किंवा रोटेशन यापुढे उपलब्ध नाही.","कतार विज़िट या रोटेशन अब उपलब्ध नहीं है।","translate","sagarbora91","1","www/modules/qms/index.html","1274","script-message","75e953f852188363d802a61219dd426460334ccca8b47c5980e96d24174324c3"
"Allocate Customer To","ग्राहकाला वाटप करा","ग्राहक को आवंटित करें","translate","sagarbora91","1","www/modules/qms/index.html","1290","element:label","fa559d9e36260bf06b5179741dced1096cd845e1383d772275397cd56fb96711"
"Busy With Existing Customer","विद्यमान ग्राहकासह व्यस्त","मौजूदा ग्राहक के साथ व्यस्त","translate","sagarbora91","1","www/modules/qms/index.html","1290","element:option","0ce66138f2fd0f3ef4cee61bfad8ef09d00b128963b9afeca5395325f8e69890"
"Manager Assigned Work","व्यवस्थापक नेमून दिलेले काम","प्रबंधक द्वारा सौंपा गया कार्य","translate","sagarbora91","1","www/modules/qms/index.html","1290","element:option","9a1352ad205ff47d45d366655fbdd3b10d597b161957ecd9298aa1f45e9e355d"
"On Phone Call","फोन कॉलवर","फ़ोन कॉल पर","translate","sagarbora91","1","www/modules/qms/index.html","1290","element:option","3b1b8377d3b62080562e8ba5256b7545624ec87564edc1099edbe715e79a94e5"
"Refused Turn","वळणे नाकारले","मना कर दिया मोड़","translate","sagarbora91","1","www/modules/qms/index.html","1290","element:option","b9cb05ebb35b9a1de0d1570f0815419b14a1a747ba0309cf07a3914638e72be1"
"Service Desk Work","सेवा डेस्क कार्य","सेवा डेस्क कार्य","translate","sagarbora91","1","www/modules/qms/index.html","1290","element:option","2dd65398cd6dfbad8769045b76370adff7418c126d2ef7e04198fd570973e274"
"Skip Reason *","कारण वगळा *","कारण छोड़ें*","translate","sagarbora91","1","www/modules/qms/index.html","1290","element:label","19f5f2cf354567ced856bdcfa372a2cedc996a345555b28ba8357b2b78f76ea8"
"Stock / Billing Work","स्टॉक / बिलिंग काम","स्टॉक/बिलिंग कार्य","translate","sagarbora91","1","www/modules/qms/index.html","1290","element:option","fec465d254d851163ca831e18d952edfecfd395184cfd7509839dab8087b1265"
"Confirm & Allocate","पुष्टी करा आणि वाटप करा","पुष्टि करें और आवंटित करें","translate","sagarbora91","1","www/modules/qms/index.html","1291","element:button","87da46c4d7caaee7f36b1ada8e559ee3bcc75cdbefb8c2d00c9b04be00ed721d"
"The skip decision expired. Open it again.","वगळण्याचा निर्णय कालबाह्य झाला. ते पुन्हा उघडा.","छोड़ने का निर्णय समाप्त हो गया. इसे फिर से खोलें.","translate","sagarbora91","1","www/modules/qms/index.html","1298","script-message","c6972e8666a2bab8f89788c860176ef1582ab24e234b5587220a412a9db9c4cd"
"Select a valid CRO.","एक वैध CRO निवडा.","एक वैध CRO चुनें.","translate","sagarbora91","1","www/modules/qms/index.html","1306","script-message","aa08bbced1ca286605b531d2b0224ced606f9a0d29a0e91707c75685fed91179"
"The queue visit or selected CRO is no longer available.","रांग भेट किंवा निवडलेला CRO यापुढे उपलब्ध नाही.","कतार विज़िट या चयनित CRO अब उपलब्ध नहीं है।","translate","sagarbora91","1","www/modules/qms/index.html","1319","script-message","ee4d768c452506c6ea7cb0c68d49612f870fc163947a3923cadbb4a8e805b484"
"Select a skip reason.","वगळण्याचे कारण निवडा.","एक छोड़ें कारण का चयन करें.","translate","sagarbora91","1","www/modules/qms/index.html","1325","script-message","b0570c2d55468177873a0988cd5d7c1e63b761102321a1211d46f6e866035c51"
"Add a note for ""Other"" reason.","""इतर"" कारणासाठी एक टीप जोडा.","""अन्य"" कारण के लिए एक नोट जोड़ें.","translate","sagarbora91","1","www/modules/qms/index.html","1330","script-message","278a7e33f9d882d813c233d43344d4db05cf758b45160ad6f4d8c784f91ba820"
"Skip recorded.","रेकॉर्ड केलेले वगळा.","दर्ज छोड़ें.","translate","sagarbora91","1","www/modules/qms/index.html","1384","script-message","55ea442626e8f7d55b5cad582e255c438531ee69c47a24821e7c80cf07fd25f0"
"Assign CRO first.","प्रथम CRO नियुक्त करा.","पहले CRO नियुक्त करें।","translate","sagarbora91","1","www/modules/qms/index.html","1394","script-message","86443e841f0179782df4ac84a5cab1e5bbc59927db201805f8b6223f96de76c3"
"Attendance started.","हजेरी सुरू झाली.","उपस्थिति प्रारंभ हुई.","translate","sagarbora91","1","www/modules/qms/index.html","1394","script-message","e9ac5b268097819bb5e787dd40a977f67e2ea3f2bb429e0a5978d641fa981097"
"Exit recorded.","निर्गमन रेकॉर्ड केले.","निकास रिकार्ड किया गया।","translate","sagarbora91","1","www/modules/qms/index.html","1395","script-message","13aff52d5014b573b8e5182cbd16ba72cfae5f97e72b1772b4c9c5c19f791880"
"Timeline","टाइमलाइन","समयरेखा","translate","sagarbora91","1","www/modules/qms/index.html","1402","element:h4","9dcff98e275f0cb911f1523ef5c629c0aabe9e3b642a6b71ac7d2569e9717121"
"CRO cannot reassign.","CRO पुन्हा नियुक्त करू शकत नाही.","CRO पुनः असाइन नहीं कर सकता.","translate","sagarbora91","1","www/modules/qms/index.html","1404","script-message","de7120da172868cdecc6803d74bfad178c655f1f5a09d29c41863b641895a790"
"Mandatory for audit","ऑडिटसाठी अनिवार्य","ऑडिट के लिए अनिवार्य","translate","sagarbora91","1","www/modules/qms/index.html","1404","attribute:placeholder","dba5a22cd829f15f6072237dffd127d9579b0ce290500bcacf360a235b75524f"
"CRO reassigned.","CRO पुन्हा नियुक्त केला.","CRO को पुनः नियुक्त किया गया।","translate","sagarbora91","1","www/modules/qms/index.html","1405","script-message","5baf1c421782ce53e00198e5cf65dc3b6786e4e1addae257e4acc933b1752df2"
"Close Lead","लीड बंद करा","लीड बंद करें","translate","sagarbora91","1","www/modules/qms/index.html","1406","element:button","3247880b30a10c4d3b5f9b37799b01cd962dd7e1c88c3dad9326c0ab07d26ed0"
"Closure Notes","क्लोजर नोट्स","समापन नोट","translate","sagarbora91","1","www/modules/qms/index.html","1406","element:label","15824362fdf2157706a168ebd88f46fdb613f36f6ca75b70291cf5399396e423"
"Greeter cannot close leads (setting disabled).","ग्रीटर लीड्स बंद करू शकत नाही (सेटिंग अक्षम).","स्वागतकर्ता लीड बंद नहीं कर सकता (सेटिंग अक्षम)।","translate","sagarbora91","1","www/modules/qms/index.html","1406","script-message","819cb27ace3731e1007cd7ba116efdbc33d2a18fe0b9c38199008d1c93b29784"
"Non Purchase","खरेदी नाही","गैर खरीद","translate","sagarbora91","1","www/modules/qms/index.html","1406","element:option","f5fd733af3deea48540731f699cb326f06f0657b63e723a5eab22af69da7d277"
"Reason control unavailable","कारण नियंत्रण अनुपलब्ध","कारण नियंत्रण अनुपलब्ध","translate","sagarbora91","1","www/modules/qms/index.html","1410","element:option","29e76681175d9519ffe5dd0da84cb1f6a92b6da67ca1e0d05000c90682f9ccda"
"Bill No. *","बिल क्रमांक *","बिल नं. *","translate","sagarbora91","1","www/modules/qms/index.html","1427","element:label","9e27bd27d7f300a6581a5516ff884bc905e0687293cc64ee7f2ac9b3a63de0a0"
"Mixed","मिश्र","मिश्रित","translate","sagarbora91","1","www/modules/qms/index.html","1427","element:option","f340b6d6edeff46213083fda3e3496b6262a67fc349fe3fd577c55e196841c3f"
"Watch","घड्याळ","घड़ी","translate","sagarbora91","1","www/modules/qms/index.html","1427","attribute:placeholder","a71e757324467ccfe2ae90f483fd759eff5378e6afcfcce4c620de929b3f2dd8"
"Battery","बॅटरी","बैटरी","translate","sagarbora91","1","www/modules/qms/index.html","1430","element:option","dfcb7c1619d5abd12f2df162337eaaba53ebe837d8de991db4d4d8a958867815"
"Polishing","पॉलिशिंग","पॉलिश करना","translate","sagarbora91","1","www/modules/qms/index.html","1430","element:option","0a9f7bad269e3cc544882f560fca2f47262478fcaa71c2e3985082dc98bfe477"
"Strap","पट्टा","पट्टा","translate","sagarbora91","1","www/modules/qms/index.html","1430","element:option","d734335ebc3efe26a945ee3dd1d30c310e7f08204a7fbfcfa878c09190609277"
"Warranty","हमी","वारंटी","translate","sagarbora91","1","www/modules/qms/index.html","1430","element:option","4b721747570ac440a1053cff6dcdaf083ac96e994358c3706441062cfc487535"
"Lost-opportunity reason *","संधी गमावण्याचे कारण *","अवसर गँवाने का कारण*","translate","sagarbora91","1","www/modules/qms/index.html","1433","element:label","9ad3c46186a2b4dd8037e4bc2ca00076645929a704f3e68c9f43d2815b5fa31b"
"Expected Value","अपेक्षित मूल्य","अपेक्षित मूल्य","translate","sagarbora91","1","www/modules/qms/index.html","1436","element:label","4746d66da32211777d9efa546c371c9ab017529b1356677780196ad4606046bd"
"In Store","स्टोअरमध्ये","स्टोर में","translate","sagarbora91","1","www/modules/qms/index.html","1436","element:option","73d2b2f0c2b24ca2255a66dc2938ae35a78d471f1ee14f82ce287ff3016cb143"
"What to follow up about...","कशाचा पाठपुरावा करायचा...","किस बारे में अनुसरण करना है...","translate","sagarbora91","1","www/modules/qms/index.html","1436","attribute:placeholder","0d219c9fe6ad62c3905ff625e35a04fc331057fa50b782509b535b7cddf45c8a"
"Cannot set a follow-up without a mobile number.","मोबाईल नंबरशिवाय फॉलो-अप सेट करू शकत नाही.","बिना मोबाइल नंबर के फॉलो-अप सेट नहीं किया जा सकता।","translate","sagarbora91","1","www/modules/qms/index.html","1447","script-message","5142143ee5e3373dfeb3a707abb70ef033132fe1ed9f78f423e9462e6f39338c"
"Bill number required.","बिल क्रमांक आवश्यक आहे.","बिल संख्या आवश्यक है.","translate","sagarbora91","1","www/modules/qms/index.html","1456","script-message","2687f84e10ac80dcb2bab2e76f62172eb71137214be6ebe721ad546fba8719aa"
"Purchase amount must be greater than zero.","खरेदीची रक्कम शून्यापेक्षा जास्त असणे आवश्यक आहे.","खरीद राशि शून्य से अधिक होनी चाहिए.","translate","sagarbora91","1","www/modules/qms/index.html","1460","script-message","36b86fec00fa148e2399540d30f01fd49ea16c774ba9e1bc597ee4f87452a6e3"
"Expected value must be zero or more.","अपेक्षित मूल्य शून्य किंवा अधिक असणे आवश्यक आहे.","अपेक्षित मान शून्य या अधिक होना चाहिए.","translate","sagarbora91","1","www/modules/qms/index.html","1525","script-message","4e2ee9f657e1339ea95f134e1ab07040ac9407cebaebc00816b27f8d3b9d3ba9"
"Lead closed.","शिसे बंद.","लीड बंद.","translate","sagarbora91","1","www/modules/qms/index.html","1558","script-message","64493ad30fac6a88b7ea92fe5711987b6ca8fef70292eeff79afd4c650b66fc6"
"Expected","अपेक्षित","अपेक्षित","translate","sagarbora91","1","www/modules/qms/index.html","1622","element:th","ca99b7f1b14ee2c04f7aaefde89858fc947fa88de518c2e6d4b6132892175218"
"Last contact","शेवटचा संपर्क","अंतिम संपर्क","translate","sagarbora91","1","www/modules/qms/index.html","1622","element:th","4f9a190189c93f9fabe11edd489e4d9902d55266294d58454573460848a0b068"
"Converted","रूपांतरित","परिवर्तित","translate","sagarbora91","1","www/modules/qms/index.html","1628","element:button","2c037da8d3fd7d6a82d941749b10a51a8b4c72ca17db794120ab9bd94594c0ef"
"Contact logged.","संपर्क लॉग इन केला.","संपर्क लॉग किया गया.","translate","sagarbora91","1","www/modules/qms/index.html","1642","script-message","4e604689e85478617181c4fe597c87e25427d05a3d56cfbf3259165913a54131"
"Follow-up marked lost.","फॉलोअप गमावले म्हणून चिन्हांकित केले.","फ़ॉलो-अप में खोया हुआ चिह्नित किया गया.","translate","sagarbora91","1","www/modules/qms/index.html","1675","script-message","f9d67dcc2289d65a2ae4dceca5370e935b2ce286eabc9a0698e7c69d6192245c"
"Unsupported follow-up action.","असमर्थित फॉलो-अप क्रिया.","असमर्थित अनुवर्ती कार्रवाई.","translate","sagarbora91","1","www/modules/qms/index.html","1684","script-message","555fd40ef6b244169469a70132c6a86c6de76819ecf4dcd34ab698ef7e69dbb1"
"Follow-up updated.","पाठपुरावा अद्यतनित केला.","अनुवर्ती अद्यतन किया गया.","translate","sagarbora91","1","www/modules/qms/index.html","1691","script-message","e139e8471dd0a43c06aeb5d141fe858435a7b3d07e713a43a4e14f7071d4ce93"
"Bill / invoice no.","बिल / इनव्हॉइस क्र.","बिल/इनवॉइस नं.","translate","sagarbora91","1","www/modules/qms/index.html","1695","attribute:placeholder","ad32328a3ab950552424d5cc5ce8ece42158665d509ddfe5da76d5ee34f71e12"
"Bill No. (optional)","बिल क्रमांक (पर्यायी)","बिल संख्या (वैकल्पिक)","translate","sagarbora91","1","www/modules/qms/index.html","1695","element:label","1a1c36ad4b33232561f868fd1fcf9d3a62d9e131bb338e4ee8a5d0f57163e720"
"Mark Converted","रूपांतरित चिन्हांकित करा","रूपांतरित चिह्नित करें","translate","sagarbora91","1","www/modules/qms/index.html","1695","element:button","0422ed884b8c2d2227365e6b8022031480f392a8886239da2aee96702f6183e4"
"Follow-up converted · ₹","फॉलो-अप रूपांतरित · ₹","अनुवर्ती परिवर्तित · ₹","translate","sagarbora91","1","www/modules/qms/index.html","1731","script-message","5959a0fdfb314f028c312a237a62890f29fcf2e4435ebc366f0f164b9d45c06d"
"Bill","बिल","बिल","translate","sagarbora91","1","www/modules/qms/index.html","1735","element:th","e51783b4d7688ffba51a35d8c9f04041606c0d6fb00bb306fba0f2dcb7e1f890"
"CRO updated.","CRO अद्यतनित.","CRO अद्यतन किया गया।","translate","sagarbora91","1","www/modules/qms/index.html","1828","script-message","c9a45efa038ac1df6309104d4559b6c2c46552d6739963d458c3052f0d1cb9b8"
"Backup restored.","बॅकअप रिस्टोअर केला.","बैकअप पुनर्स्थापित किया गया.","translate","sagarbora91","1","www/modules/qms/index.html","1831","script-message","40383528e1b1ee32fcfe833921c4fe7e010762a1628901658710f272a0b15e7e"
